Kingdom,Phylum,Class,Order,Family,Author,Genus,Author,Scientific Name,Author,Year,Status,Accepted as,Bengali Name,English Name,Size (cm),Common Family,Common Group,Habit,Conservation Status,Distribution in Bengal,References
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Pavo,Linnaeus,Pavo cristatus,Linnaeus,1758,Accepted as,Pavo cristatus,"???? (Halder, 2010)","Indian Peafowl, Common Peafowl, Blue Peafowl, Peafowl",86-110,Grouse,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 97; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Pavo,Linnaeus,Pavo muticus,Linnaeus,1766,Accepted as,Pavo muticus,"???? ???? (Halder, 2010)","Green Peafowl, Green-necked Peafowl",86-110,Grouse,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 97; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Rafinesque,Pelargopsis,Gloger,Pelargopsis amauroptera,Pearson,1841,Accepted as,Pelargopsis amauroptera,"??????? ??????? (Halder, 2010)",Brown-winged Kingfisher,36,Kingfisher,Tree Kingfisher,,NT,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Rafinesque,Pelargopsis,Gloger,Pelargopsis amauropterus,Pearson,1841,Synonym for,Pelargopsis amauroptera,,,,,,,,,"IUCN (2018), Wikipedia (2018)"
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Rafinesque,Pelargopsis,Gloger,Pelargopsis amauropterus amauropterus,Sibley and Monroe,1990,Synonym for,Pelargopsis amauroptera,,,,,,,,,IUCN (2018)
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Rafinesque,Pelargopsis,Gloger,Pelargopsis capensis,Linnaeus,1766,Accepted as,Pelargopsis capensis,"???-?? ??????? (Halder, 2010)",Stork-billed Kingfisher,38,Kingfisher,Tree Kingfisher,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Rafinesque,Pelecanus,Linnaeus,Pelecanus carbo,Linnaeus,1758,Synonym for,Phalacrocorax carbo,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Rafinesque,Pelecanus,Linnaeus,Pelecanus onocrotalus,Linnaeus,1758,Accepted as,Pelecanus onocrotalus,"???? ?????? (Halder, 2010)","Great White Pelican, Eastern White Pelican, Rosy Pelican, White Pelican",183,Pelicans,,Vagrant,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 21; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Pelidna,Cuvier,Pelidna alpina,Linnaeus,1758,Synonym for,Calidris alpina,,,,,,,,,GBIF (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Pernis,Cuvier,Pernis jerdoni,Blyth,1842,Synonym for,Aviceda jerdoni,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Pernis,Cuvier,Pernis ptilorhynchus,Temminck,1821,Accepted as,Pernis ptilorhynchus,"?????? (Halder, 2010)","Crested Honey Buzzard, Oriental Honey-buzzard",65,Eagles,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 76; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Pernis,Cuvier,Pernis ptilorhyncus,Temminck,1821,Synonym for,Pernis ptilorhynchus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Leach,Phaenicophaeus,Stephens,Phaenicophaeus tristis,Lesson,1830,Accepted as,Phaenicophaeus tristis,"??????? (Halder, 2010)",Green-billed Malkoha,51,Anis,Malkoha,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 115; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Reichenbach,Phalacrocorax,Brisson,Phalacrocorax carbo,Linnaeus,1758,Accepted as,Phalacrocorax carbo,"?? ??????? (Halder, 2010)",Great Cormorant,80,Cormorants,Shag,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 10; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Reichenbach,Phalacrocorax,Brisson,Phalacrocorax fuscicollis,Stephens,1826,Accepted as,Phalacrocorax fuscicollis,"??????? (Halder, 2010)","Indian Cormorant, Indian Shag",63,Cormorants,Shag,Vagrant,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 11; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Reichenbach,Phalacrocorax,Brisson,Phalacrocorax gregorii,De Vis,1905,Synonym for,Phalacrocorax carbo,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Reichenbach,Phalacrocorax,Brisson,Phalacrocorax niger,Vieillot,1817,Synonym for,Microcarbo niger,,,,,,,,,GBIF (2018); Halder (2010). p 11
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Phasianus,Linnaeus,Phasianus gallus,Linnaeus,1758,Synonym for,Gallus gallus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Philomachus,Merrem,Philomachus pugnax,Linnaeus,1758,Synonym for,Calidris pugnax,,,,,,,,,Chowdhury (2011). p 34; GBIF (2018); Halder (2010). p 60; Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Richmond,Platalea,Linnaeus,Platalea leucorodia,Linnaeus,1758,Accepted as,Platalea leucorodia,"????????? (Halder, 2010)","Eurasian Spoonbill, Common Spoonbill",82,Ibises,,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 20; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Richmond,Platalea,Linnaeus,Platalea pygmea,Linnaeus,1758,Synonym for,Calidris pygmea,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Pluvialis,Brisson,Pluvialis dominica fulva,Gmelin,1789,Synonym for,Pluvialis fulva,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Pluvialis,Brisson,Pluvialis fulva,Gmelin,1789,Accepted as,Pluvialis fulva,"?????? ????? (Halder, 2010)",Pacific Golden Plover,23-26,Plovers,Arctic Plover,Migratory,LC,Bangladesh,BLI (2018); Chowdhury (2018). p 45; GBIF (2018); Halder (2010). p 61; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Pluvialis,Brisson,Pluvialis squatarola,Linnaeus,1758,Accepted as,Pluvialis squatarola,"?????? ????? (Halder, 2010)","Grey Plover, Black-bellied Plover",27-31,Plovers,Arctic Plover,Migratory,LC,Bangladesh,BLI (2018); Chowdhury (2011). p 46; GBIF (2018); Halder (2010). p 61; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Pluvialis,Brisson,Pluvianus cinereus,Blyth,1842,Synonym for,Vanellus cinereus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Heliornithidae,GR Gray,Podica,Lesson,Podica personata,GR Gray,1848,Synonym for,Heliopais personatus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Bonaparte,Podiceps,Latham,Podiceps cristatus,Linnaeus,1758,Accepted as,Podiceps cristatus,"?????? ?????? (Halder, 2010)",Great-crested Grebe,49,Grebes,,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 12; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Bonaparte,Podiceps,Latham,Podiceps ruficollis,Pallas,1764,Synonym for,Tachybaptus ruficollis,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Galliformes,Phasianidae,Horsfield,Polyplectron,Temminck,Polyplectron bicalcaratum,Linnaeus,1758,Accepted as,Polyplectron bicalcaratum,"??????? (Halder, 2010)","Grey Peacock-pheasant, Burmese Peacock-pheasant",48-64,Grouse,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 96; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Porphyrio,Brisson,Porphyrio porphyrio,Linnaeus,1758,Accepted as,Porphyrio porphyrio,"???? (Halder, 2010)","Purple Swamphen, Purple Gallinule, Western Swamphen",43,Coots,,Resident,LC,"Bangladesh (Northern Zone, Chittagong)",BLI (2018); GBIF (2018); Halder (2010). p 41; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Porzana,Vieillot,Porzana fusca,Linnaeus,1766,Accepted as,Porzana fusca,"?????? ??????? (Halder, 2010)","Ruddy-breasted Crake, Ruddy Crake",22,Coots,Small Rail,Resident,LC,"Bangladesh (Coast, Inland)",BLI (2018); GBIF (2018); Halder (2010). p 40; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Porzana,Vieillot,Porzana pusilla,Pallas,1776,Accepted as,Porzana pusilla,"??????? ??????? (Halder, 2010)","Baillon's Crake, Marsh Crake",19,Coots,Small Rail,Migratory,LC,Bangladesh (Freshwater),BLI (2018); GBIF (2018); Halder (2010). p 40; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Richmond,Pseudibis,Hodgson,Pseudibis papillosa,Temminck,1824,Accepted as,Pseudibis papillosa,"???? ????????? (Halder, 2010)",Red-naped Ibis,73,Ibises,,Vagrant,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 24; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Vigors,Psittacula,Cuvier,Psittacula alexandri,Linnaeus,1758,Accepted as,Psittacula alexandri,"?????? ???? (Halder, 2010)",Red-breasted Parakeet,38,Parrots (Old World),Ringnecked Parakeet,Resident,NT,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 106; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Vigors,Psittacula,Cuvier,Psittacula eupatria,Linnaeus,1766,Accepted as,Psittacula eupatria,"?????? (Halder, 2010)",Alexandrine Parakeet,53,Parrots (Old World),Ringnecked Parakeet,Resident,NT,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 108; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Vigors,Psittacula,Cuvier,Psittacula finschii,Hume,1874,Accepted as,Psittacula finschii,"???????? ???? (Halder, 2010)",Grey-headed Parakeet,36,Parrots (Old World),Ringnecked Parakeet,Resident,NT,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 106; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Vigors,Psittacula,Cuvier,Psittacula krameri,Scopoli,1778,Accepted as,Psittacula krameri,"???? ???? (Halder, 2010)","Ring-necked Parakeet, Rose-ringed Parrakeet",42,Parrots (Old World),Ringnecked Parakeet,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 107; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Vigors,Psittacula,Cuvier,Psittacula roseata,Biswas,1951,Accepted as,Psittacula roseata,"??????? ???? (Halder, 2010)",Blossom-headed Parakeet,36,Parrots (Old World),Ringnecked Parakeet,Resident,NT,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 107; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rafinesque,Psittacus,Linnaeus,Psittacus alexandri,Linnaeus,1758,Synonym for,Psittacula alexandri,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rafinesque,Psittacus,Linnaeus,Psittacus krameri,Scopoli,1769,Synonym for,Psittacula krameri,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Rallus,Linnaeus,Rallus aquaticus,Linnaeus,1758,Accepted as,Rallus aquaticus,"?????? ?????? (Halder, 2010)",Water Rail,28,Coots,,Migratory,LC,Bangladesh (Freshwater),BLI (2018); GBIF (2018); Halder (2010). p 38; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Rallus,Linnaeus,Rallus benghalensis,Linnaeus,1758,Synonym for,Rostratula benghalensis,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Rallus,Linnaeus,Rallus fuscus,Linnaeus,1766,Synonym for,Porzana fusca,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Rallus,Linnaeus,Rallus pusillus,Pallas,1776,Synonym for,Porzana pusilla,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Gruiformes,Rallidae,Rafinesque,Rallus,Linnaeus,Rallus striatus,Linnaeus,1766,Synonym for,Gallirallus striatus,,,,,,,,,GBIF (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Bonaparte,Recurvirostra,Linnaeus,Recurvirostra avosetta,Linnaeus,1758,Accepted as,Recurvirostra avosetta,"???? (Halder, 2010)","Pied Avocet, Avocet",46,Avocets,Avocet,Migratory,LC,Bangladesh (Coastal Zone),BLI (2018); Chowdhury (2011). p 38; GBIF (2018); Halder (2010). p 45; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Leach,Cuculus,Linnaeus,Rhopodytes tristis,Lesson,1830,Synonym for,Phaenicophaeus tristis,,,,,,,,,GBIF (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Rhyacophilus,Kaup,Rhyacophilus glareola,Linnaeus,1758,Synonym for,Tringa glareola,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Falconiformes,Falconidae,Leach,Rhynchodon,Nitzsch,Rhynchodon peregrinus,Tunstall,1771,Synonym for,Falco peregrinus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Riparia,T. Forster,Riparia paludicola,Vieillot,1817,Accepted as,Riparia paludicola,"??????? ?????? (Halder, 2010)","Plain Martin, African Plain Martin, Brown-throated Martin, Bown-throated Sand Martin",12,Swallow,Bank Swallow,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 127; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Rafinesque,Riparia,T. Forster,Riparia riparia,Linnaeus,1758,Accepted as,Riparia riparia,"???? ?????? (Halder, 2010)","Collared Sand Martin, Bank Swallow, Sand Martin, European Sand Martin",13,Swallow,Bank Swallow,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 127; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,Ridgway,Rostratula,Vieillot,Rostratula benghalensis,Linnaeus,1758,Accepted as,Rostratula benghalensis,"??????? ?????? (Halder, 2010)",Greater Painted Snipe,25,Painted Snipes,,Resident,LC,Bangladesh,BLI (2018); Chowdhury (2011). p 35; GBIF (2018); Halder (2010). p 66; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Rynchops,Linnaeus,Rynchops albicollis,Swainson,1838,Accepted as,Rynchops albicollis,"??????? (Halder, 2010)","Indian Skimmer, Indian Scissors Bill",40,Gulls,,Resident,VU,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 69; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Sarcogrammus,Reichenbach,Sarcogrammus indicus,Boddaert,1783,Synonym for,Vanellus indicus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Sarkidiornis,Eyton,Sarkidiornis melanotos,Pennant,1769,Accepted as,Sarkidiornis melanotos,"????? ???? (Halder, 2010)","Comb Duck, African Comb Duck, Knob-billed Duck",76,Ducks,Knob-billed Duck,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 27; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Sarkidiornis,Eyton,Sarkidiornis melanotus,Pennant,1769,Synonym for,Sarkidiornis melanotos,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax aegocephala,Linnaeus,1758,Synonym for,Limosa limosa,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax arquata,Linnaeus,1758,Synonym for,Numenius arquata,,,,,,,,,GBIF (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax capensis,Linnaeus,1766,Synonym for,Rostratula benghalensis,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax cinerea,Guldenstadt,1775,Synonym for,Xenus cinereus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax erythropus,Pallas,1764,Synonym for,Tringa erythropus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax falcinellus,Pontoppidan,1763,Synonym for,Calidris falcinellus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax gallinago,Linnaeus,1758,Synonym for,Gallinago gallinago,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax glottis,Linnaeus,1758,Synonym for,Tringa nebularia,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax lapponica,Linnaeus,1758,Synonym for,Limosa lapponica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax limosa,Linnaeus,1758,Synonym for,Limosa limosa,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax limosa,Linnaeus,1758,Synonym for,Limosa limosa,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax nebularia,Gunnerus,1767,Synonym for,Tringa nebularia,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax phaeopus,Linnaeus,1758,Synonym for,Numenius phaeopus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax phæopus,Linnaeus,1758,Synonym for,Numenius phaeopus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax stenura,Bonaparte,1830,Synonym for,Gallinago stenura,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolopax totanus,Linnaeus,1758,Synonym for,Tringa totanus,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Rafinesque,Scolopax,Linnaeus,Scolpax falcinellus,Pontoppidian,1763,Synonym for,Calidris falcinellus,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Spatula,F. Boie,Spatula clypeata,Linnaeus,1758,Accepted as,Spatula clypeata,"?????? ???? (Halder, 2010)","Northern Shoveler, Shoveler",51,Ducks,Shoveler,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Anseriformes,Anatidae,Leach,Spatula,F. Boie,Spatula querquedula,Linnaeus,1758,Accepted as,Spatula querquedula,"?????? ???? (Halder, 2010)",Garganey,41,Ducks,Shoveler,Migratory,LC,"Bangladesh (Coast, Inland)",BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leach,Spilopelia,Sundevall,Spilopelia chinensis,Scopoli,1786,Accepted as,Spilopelia chinensis,"???????? (Halder, 2010)","Eastern Spotted Dove, Spotted Dove",30,Doves,Spotted Dove,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leach,Spilopelia,Sundevall,Spilopelia chinensis ceylonensis,Reichenbach,1851,Synonym for,Spilopelia chinensis,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leach,Spilopelia,Sundevall,Spilopelia senegalensis,Linnaeus,1766,Accepted as,Spilopelia senegalensis,"???????? (Halder, 2010)","Laughing Dove, Laughing Turtle Dove, Palm Dove, Senegal Dove",27,Doves,Spotted Dove,Vagrant,LC,Bangladesh,BLI (2018); GBIF (2018); IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Spilornis,GR Gray,Spilornis cheela,Latham,1790,Accepted as,Spilornis cheela,"??????? ??? (Halder, 2010)",Crested Serpent Eagle,74,Eagles,,Resident,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 87; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Spizaetus,Vieillot,Spizaetus cirrhatus,Gmelin,1788,Synonym for,Nisaetus cirrhatus,,,,,,,,,GBIF (2018); Halder (2010). p 81
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Vieillot,Spizaetus,Vieillot,Spizaetus nipalensis,Hodgson,1836,Synonym for,Nisaetus nipalensis,,,,,,,,,GBIF (2018); Halder (2010). p 81
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Leach,Squatarola,Forster,Squatarola squatarola,Linnaeus,1758,Synonym for,Pluvialis squatarola,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna acuticauda,GR Gray,1831,Accepted as,Sterna acuticauda,"??????? ?????? (Halder, 2010)",Black-bellied Tern,33,Gulls,Tern,Resident,EN,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 71; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna affinis,Horsfield,1821,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna albifrons,Pallas,1764,Synonym for,Sternula albifrons,,,,,,,,,GBIF (2018); Halder (2010). p 70
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna aranea,A.Wilson,1814,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna aurantia,GR Gray,1831,Accepted as,Sterna aurantia,"??? ?????? (Halder, 2010)","River Tern, Indian River Tern",42,Gulls,Tern,Resident,NT,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 73; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna bengalensis,Lesson,1831,Synonym for,Thalasseus bengalensis,,,,,,,,,GBIF (2018); Halder (2010). p 74
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna bergii,Lichtenstein,1823,Synonym for,Thalasseus bergii,,,,,,,,,GBIF (2018); Halder (2010). p 74
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna caspia,Pallas,1770,Synonym for,Hydroprogne caspia,,,,,,,,,GBIF (2018); Halder (2010). p 73
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna fluviatilis,Naumann,1839,Synonym for,Sterna hirundo,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna hirundo,Linnaeus,1758,Accepted as,Sterna hirundo,"???? ?????? (Halder, 2010)",Common Tern,36,Gulls,Tern,Migratory,LC,Bangladesh,BLI (2018); GBIF (2018); Halder (2010). p 72; IUCN (2018); Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna hybrida,Pallas,1811,Synonym for,Chlidonias hybrida,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna macrotarsa,Gould,1837,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna melanogaster,Temminck,1827,Synonym for,Sterna acuticauda,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna minuta,Linnaeus,1766,Synonym for,Sternula albifrons,,,,,,,,,Wikipedia (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna nilotica,Gmelin,1789,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna nilotica affinis,Horsfield,1821,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna nilotica aranea,A.Wilson,1814,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna nilotica groenvoldi,Mathews,1912,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna nilotica macrotarsa,Gould,1837,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
Animalia,Chordata,Aves,Charadriiformes,Laridae,Rafinesque,Sterna,Linnaeus,Sterna nilotica nilotica,Gmelin,1789,Synonym for,Gelochelidon nilotica,,,,,,,,,GBIF (2018)
